partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,Interaction_type,Pathway_classification,Pathway_classification_specific,Pathway_classification_alternative,Reactome_classification
GABA_byGAD2_and_SLC6A1,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A1,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A1,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A1,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A1,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A1,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A1,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A1,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A1,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A1,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A1,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A1,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α1β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α1β2γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α1β2_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A11,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α1β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α1β2γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α1β2_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A12,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α1β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α1β2γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α1β2_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A13,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α1β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α1β2γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α1β2_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A6,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α1β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α1β2γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α1β2_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
GABA_byGAD2_and_SLC6A8,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,GABA,ionotropic,,
Glycine_bySHMT1_and_SLC6A5,Glycine_α1β_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glycine,ionotropic,,
Glycine_bySHMT1_and_SLC6A5,Glycine_α2_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glycine,ionotropic,,
Glycine_bySHMT1_and_SLC6A9,Glycine_α1β_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glycine,ionotropic,,
Glycine_bySHMT1_and_SLC6A9,Glycine_α2_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glycine,ionotropic,,
Glycine_bySHMT2_and_SLC6A5,Glycine_α1β_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glycine,ionotropic,,
Glycine_bySHMT2_and_SLC6A5,Glycine_α2_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glycine,ionotropic,,
Glycine_bySHMT2_and_SLC6A9,Glycine_α1β_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glycine,ionotropic,,
Glycine_bySHMT2_and_SLC6A9,Glycine_α2_complex,,,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Glycine,ionotropic,,
P35318,RAMP3_complex,ADM,,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adrenomedullin,G-protein coupled receptor,,
Q7Z4H4,RAMP2_complex,ADM2,,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adrenomedullin,G-protein coupled receptor,,
Q7Z4H4,RAMP3_complex,ADM2,,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adrenomedullin,G-protein coupled receptor,,
P01258,RAMP1_complex,CALCA,,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Calcitonin,G-protein coupled receptor,,
P10092,RAMP1_complex,CALCB,,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Calcitonin,G-protein coupled receptor,,
P18509,P41586,ADCYAP1,ADCYAP1R1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Pituitary adenylate cyclase-activating polypeptide,G-protein coupled receptor,,
P01282,P41586,VIP,ADCYAP1R1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Vasoactive Intestinatl Peptide,G-protein coupled receptor,,
P18827,Q96PE1,SDC1,ADGRA2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
P34741,Q96PE1,SDC2,ADGRA2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
ITGAV_ITGB3_complex,Q96PE1,,ADGRA2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
O14907,O14514,CD36,ADGRB1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9BZR6,O14514,RTN4R,ADGRB1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
ITGAV_ITGB5_complex,O14514,,ADGRB1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
O14907,O60241,TAX1BP3,ADGRB2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
O75973,O60242,C1QL1,ADGRB3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q7Z5L3,O60242,C1QL2,ADGRB3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q5VWW1,O60242,C1QL3,ADGRB3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q86Z23,O60242,C1QL4,ADGRB3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
P04216,Q9UHX3,THY1,ADGRE2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
ITGAV_ITGB1_complex,Q9UHX3,,ADGRE2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
ITGAV_ITGB3_complex,Q9UHX3,,ADGRE2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
P08174,P48960,CD55,ADGRE5,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q92633,P48960,LPAR1,ADGRE5,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9HBW0,P48960,LPAR2,ADGRE5,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9UBY5,P48960,LPAR3,ADGRE5,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
P04216,P48960,THY1,ADGRE5,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
ITGAV_ITGB1_complex,P48960,,ADGRE5,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,integrin-receptor,Adhesion GPCR,G-protein coupled receptor,,
ITGAV_ITGB3_complex,P48960,,ADGRE5,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,integrin-receptor,Adhesion GPCR,G-protein coupled receptor,,
P35247,P48960,SFTPD,ADGRF5,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
P02461,Q9Y653,COL3A1,ADGRG1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
P01350,Q9Y653,GAST,ADGRG1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
P21980,Q9Y653,TGM2,ADGRG1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
P02462,Q86SQ4,COL4A1,ADGRG6,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
P08572,Q86SQ4,COL4A2,ADGRG6,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q01955,Q86SQ4,COL4A3,ADGRG6,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
P53420,Q86SQ4,COL4A4,ADGRG6,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
P29400,Q86SQ4,COL4A5,ADGRG6,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q14031,Q86SQ4,COL4A6,ADGRG6,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
P24043,Q86SQ4,LAMA2,ADGRG6,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
F7VJQ1,Q86SQ4,PRNP,ADGRG6,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9NZU1,O94910,FLRT1,ADGRL1,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
O43155,O94910,FLRT2,ADGRL1,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,ligand-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9ULB1,O94910,NRXN1,ADGRL1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
P58401,O94910,NRXN2,ADGRL1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9HDB5,O94910,NRXN3,ADGRL1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9UKZ4,O94910,TENM1,ADGRL1,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9NT68,O94910,TENM2,ADGRL1,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9P273,O94910,TENM3,ADGRL1,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q6N022,O94910,TENM4,ADGRL1,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
TENM2_FLRT1_complex,O94910,,ADGRL1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
TENM2_FLRT3_complex,O94910,,ADGRL1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
TENM4_FLRT1_complex,O94910,,ADGRL1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
TENM4_FLRT3_complex,O94910,,ADGRL1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9NZU0,O95490,FLRT3,ADGRL2,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9UKZ4,O95490,TENM1,ADGRL2,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9NT68,O95490,TENM2,ADGRL2,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
